GP_FINAL_C,GP_FINAL,BLOCK_CODE,DISTRICT_C
812602210,Megpura,812602,126
812602220,Motipura,812602,126
812602230,Nandwai,812602,126
812602240,Parsoli,812602,126
812602250,Rajgarh,812602,126
812602260,Rampuria,812602,126
812602270,Rawarda,812602,126
812602280,Rayta,812602,126
812602290,Samariyan Kalan,812602,126
812602300,Shadi,812602,126
812602310,Suwaniya,812602,126
812602320,Thukrai,812602,126
812603010,Akola Kalan,812603,126
812603020,Akya,812603,126
812603030,Asawara,812603,126
812603040,Bagund,812603,126
812603050,Bansen,812603,126
812603060,Bhadesar,812603,126
812603070,Bhadsora,812603,126
812603080,Bhalundi,812603,126
812603090,Dheerji Ka Khera,812603,126
812603100,Gardana,812603,126
812603110,Kannoj,812603,126
812603120,Kanthariya,812603,126
812603130,Karediya,812603,126
812603140,Khodeep,812603,126
812603150,Koonthana,812603,126
812603160,Leswa,812603,126
812603170,Mandphiya,812603,126
812603180,Nahargarh,812603,126
812603190,Nanana,812603,126
812603200,Napaniya,812603,126
812603210,Napawali,812603,126
812603220,Peepalwas,812603,126
812603230,Potla Kalan,812603,126
812603240,Rewaliya Khurd,812603,126
812603250,Sukhwara,812603,126
812604784,Forest,812604,126
812604785,Municipal - Rawatbhata (M),812604,126
812604010,Badodiya,812604,126
812604020,Balkundi Kalan,812604,126
812604030,Barkhera,812604,126
812604040,Baroliya,812604,126
812604050,Bassi,812604,126
812604060,Bhainsrorgarh,812604,126
812604070,Borao,812604,126
812604080,Deopura,812604,126
812604090,Dhagadmau Kalan,812604,126
812604100,Dhawad Kalan,812604,126
812604110,Eklingpura,812604,126
812604120,Gopalpura,812604,126
812604130,Jalkhera,812604,126
812604140,Jawada,812604,126
812604150,Jawahar Nagar,812604,126
812604160,Jhalar Baori,812604,126
812604170,Jharjhani,812604,126
812604180,Khati Khera,812604,126
812604190,Luhariya,812604,126
812604200,Mandesara,812604,126
812604210,Rajpura,812604,126
812604220,Ren Khera,812604,126
812604230,Shripura,812604,126
812604240,Tamboliya,812604,126
812604250,Tolon Ka Luhariya,812604,126
812605010,Akola,812605,126
812605020,Anoppura,812605,126
812605030,Babrana,812605,126
812605040,Bhoopal Nagar,812605,126
812605050,Bhoopal Sagar,812605,126
812605060,Bond @ Bool,812605,126
812605070,Chorwari,812605,126
812605080,Gundli,812605,126
812605090,Jashma,812605,126
812605100,Kana  Khera,812605,126
812605110,Kanarkhera,812605,126
812605120,Kankarwa,812605,126
812605130,Murla,812605,126
812605140,Nilod,812605,126
812605150,Pari,812605,126
812605160,Patoliya,812605,126
812605170,Phalasiya,812605,126
812605180,Tana,812605,126
812605190,Usrol,812605,126
812606830,Forest,812606,126
812606831,Municipal - Chamati Ka Khera (M),812606,126
812606832,Municipal - Chanderiya (M),812606,126
812606833,Municipal - Chittaurgarh (M),812606,126
812606834,Municipal - Kila (M),812606,126
812606835,Municipal - Metharamji Ka Khera (M),812606,126
812606836,Municipal - Senthi (M),812606,126
812606010,Abhay Pura,812606,126
812606020,Amar Pura,812606,126
812606030,Anoppura,812606,126
812606040,Anwal Hera,812606,126
812606050,Arniya Panth,812606,126
812606060,Barodiya,812606,126
812606070,Bassi,812606,126
812606080,Chiksi,812606,126
812606090,Devri,812606,126
812606100,Dhanet Kalan,812606,126
812606110,Eral,812606,126
812606120,Ghatiyawali,812606,126
812606130,Ghosondi,812606,126
812606140,Ghosunda,812606,126
812606150,Gilund,812606,126
812606160,Jalampura,812606,126
812606170,Kashmor,812606,126
812606180,Keljer,812606,126
812606190,Nagari,812606,126
812606200,Narela,812606,126
812606210,Netawal Maharaj,812606,126
812606220,Netawalgarh Pachhli,812606,126
812606230,Ochhari,812606,126
812606240,Odoond,812606,126
812606250,Pal,812606,126
812606260,Palka,812606,126
812606270,Pandoli,812606,126
812606280,Rolahera,812606,126
812606290,Sadi,812606,126
812606300,Sahnawa,812606,126
812606310,Samri,812606,126
812606320,Satpura,812606,126
812606330,Sawa,812606,126
812606340,Semaliya,812606,126
812606350,Semalpura,812606,126
812606360,Shambhoopura,812606,126
812606370,Songar,812606,126
812606380,Tumbariya,812606,126
813104250,Rohaniya,813104,131
813104260,Semaliya,813104,131
813104270,Sobaniya,813104,131
813104280,Sodalpur,813104,131
813104290,Suhagpura,813104,131
813104300,Tamtiya,813104,131
813104310,Thechla,813104,131
813104320,Veerpur,813104,131
813105435,Municipal - Bagwas (M),813105,131
813105436,Municipal - Manpura (M),813105,131
813105437,Municipal - Pratapgarh (M),813105,131
813105438,Municipal - Raghunathpura (M),813105,131
813105010,Achalpur,813105,131
813105020,Amlawada,813105,131
813105030,Asawata,813105,131
813105040,Awleshwar,813105,131
813105050,Bara Varda,813105,131
813105060,Bardeeya,813105,131
813105070,Bari Lank,813105,131
813105080,Barotha,813105,131
813105090,Basad,813105,131
813105100,Basera,813105,131
813005130,Jekra,813005,130
813005140,Jhadol,813005,130
813005150,Kada,813005,130
813005160,Kanthariya,813005,130
813005170,Khakhar,813005,130
813005180,Kochla,813005,130
813005190,Lunawaton Ka Khera,813005,130
813005200,Magwas,813005,130
813005210,Makradeo,813005,130
813005220,Manas,813005,130
813005230,Nenbara,813005,130
813005240,Netaji Ka Bara,813005,130
813005250,Ogna,813005,130
813005260,Ora,813005,130
813005270,Peelak,813005,130
813005280,Rohimala,813005,130
813005290,Selana,813005,130
813005300,Sultanji Ka Kherwara,813005,130
813005310,Thobawara,813005,130
813006010,Amalwa,813006,130
813006020,Amloda,813006,130
813006030,Banora,813006,130
813006040,Bhabarana,813006,130
813006050,Budel,813006,130
812606390,Udpura,812606,126
812606400,Vijaypur,812606,126
812607010,Alod,812607,126
812607020,Arned,812607,126
812607030,Badwai,812607,126
812607040,Bhatoli Bagariyan,812607,126
812607050,Bhatoli Gujran,812607,126
812607060,Biloda,812607,126
812607070,Bilot,812607,126
812607080,Chikarda,812607,126
812607090,Delwas,812607,126
812607100,Doongla,812607,126
812607110,Idra,812607,126
812607120,Karsana,812607,126
812607130,Kishan Kareri,812607,126
812607140,Lothiyana,812607,126
812607150,Mangalwar,812607,126
812607160,Morwan,812607,126
812607170,Nada-Khera,812607,126
812607180,Nangawali,812607,126
812607190,Negadiya,812607,126
812607200,Nogawan,812607,126
812607210,Palod,812607,126
812607220,Phalodra,812607,126
812607230,Pirana,812607,126
812607240,Rawatpura,812607,126
812607250,Sangesara,812607,126
812607260,Semaliya,812607,126
812608010,Ajolion Ka Khera,812608,126
812608020,Bolo Ka Sanwata,812608,126
812608030,Boodh,812608,126
812608040,Borda,812608,126
812608050,Chogawari,812608,126
812608060,Gangrar,812608,126
812608070,Jojron Ka Khera,812608,126
812608080,Kati,812608,126
812608090,Kharkhanda,812608,126
812608100,Kunwaliya,812608,126
812608110,Lalas,812608,126
812608120,Mandpiya,812608,126
812608130,Pootholi,812608,126
812608140,Rughnathpura,812608,126
812608150,Sadas,812608,126
812608160,Shadi,812608,126
812608170,Soniyana,812608,126
812608180,Sudri,812608,126
812608190,Suwaniya,812608,126
812608200,Tumbadiya,812608,126
812608210,Undawa,812608,126
812609924,Municipal - Bhoopal Khera (M),812609,126
812609925,Municipal - Budha Khera (M),812609,126
812609926,Municipal - Kapasan (M),812609,126
812609010,Balarada,812609,126
812609020,Banakiya Kalan,812609,126
812609030,Bhatton Ka Bamniya,812609,126
812609040,Chakura,812609,126
812609050,Chhapari,812609,126
812609060,Dama Khera,812609,126
812609070,Dhamana,812609,126
812609080,Dowani,812609,126
812609090,Hathiyana,812609,126
812609100,Hingoriya,812609,126
812609110,Kana  Khera,812609,126
812609120,Kanrookara,812609,126
812609130,Karjali,812609,126
812609140,Langach,812609,126
812609150,Mugana,812609,126
812609160,Nimbahera,812609,126
812609170,Pandoli,812609,126
812609180,Roliya,812609,126
812609190,Roopa Kheri,812609,126
812609200,Singhpur,812609,126
812609210,Surpur,812609,126
812609220,Turkiya Khurd,812609,126
812609230,Uchnar Khurd,812609,126
812609240,Umand,812609,126
812610951,Municipal - Ishaqpura (M),812610,126
812610952,Municipal - Kasod (M),812610,126
812610953,Municipal - Nimbahera (M),812610,126
812610010,Arniya Joshi,812610,126
812610020,Arnoda,812610,126
812610030,Badoli Madhosingh,812610,126
812610040,Bangera Ghata,812610,126
812610050,Bangrera,812610,126
812610060,Barawali,812610,126
812610070,Bari,812610,126
812610080,Baroli Ghata,812610,126
812610090,Bhagwanpura,812610,126
812610100,Bhawaliya,812610,126
812610110,Binota,812610,126
812610120,Dala @ Kishanpura,812610,126
812610130,Dhoriya,812610,126
812610140,Gadola,812610,126
812610150,Guda Khera,812610,126
812610160,Jaliya,812610,126
812610170,Jawada,812610,126
812610180,Kanera,812610,126
812610190,Karoonda,812610,126
812610200,Keli,812610,126
812610210,Kotri Kalan,812610,126
812610220,Lasrawan,812610,126
812610230,Mailana,812610,126
812610240,Mandla Charan,812610,126
812610250,Mangrol,812610,126
812610260,Marjeevi,812610,126
812610270,Mindana,812610,126
812610280,Nimboda,812610,126
812610290,Phachar Aheeran,812610,126
812610300,Phalwa,812610,126
812610310,Rani Khera,812610,126
812610320,Sarsi,812610,126
812610330,Satkhanda,812610,126
812610340,Tai,812610,126
812610350,Ukhaliya,812610,126
812611010,Adana,812611,126
812611020,Arni,812611,126
812611030,Baroo,812611,126
812611040,Bawlas,812611,126
812611050,Bhalotan Ki Kheri,812611,126
812611060,Bheemgarh,812611,126
812611070,Dindoli,812611,126
812611080,Harnathpura,812611,126
812611090,Jadana,812611,126
812611100,Lasadiya Kalan,812611,126
812611110,Marmi,812611,126
812611120,Newariya,812611,126
812611130,Pahoona,812611,126
812611140,Pavli,812611,126
812611150,Rashmi,812611,126
812611160,Rewara,812611,126
812611170,Rood,812611,126
812611180,Sankhli,812611,126
812611190,Sihana,812611,126
812611200,Somarwalon Ka Khera,812611,126
812611210,Somi,812611,126
812611220,Uncha,812611,126
812611230,Upreda,812611,126
812401010,Amartiya,812401,124
812401020,Aspur,812401,124
812401030,Bankora,812401,124
812401040,Baroda,812401,124
812401050,Bhewri,812401,124
812401060,Dewlan,812401,124
812401070,Galiyana,812401,124
812401080,Ganeshpur,812401,124
812401090,Gol,812401,124
812401100,Indaura,812401,124
812401110,Kanthri,812401,124
812401120,Katisor,812401,124
812401130,Khaleel,812401,124
812401140,Khera Aspur,812401,124
812401150,Khudarda,812401,124
812401160,Leelwasa,812401,124
812401170,Mowai,812401,124
812401180,Nandli Sagora,812401,124
812401190,Nepalpura,812401,124
812401200,Parda Intiwar,812401,124
812401210,Parda Thoor,812401,124
812401220,Punjpur,812401,124
812401230,Raiki,812401,124
812401240,Ramgarh,812401,124
812401250,Sakani,812401,124
812401260,Tonkwasa,812401,124
812402038,Forest,812402,124
812402010,Amjhhara,812402,124
812402020,Asiya Bao,812402,124
812402030,Balwara,812402,124
812402040,Barothi,812402,124
812402050,Batka Phala,812402,124
812402060,Bhehana,812402,124
812402070,Bichhiwara,812402,124
812402080,Bilpan,812402,124
812402090,Bokhla,812402,124
812402100,Bori,812402,124
812402110,Chak Mahuri,812402,124
812402120,Chhapi,812402,124
812402130,Chundawara,812402,124
812402140,Dewalkhas,812402,124
812402150,Dhamlat Falan,812402,124
812402160,Dhamod,812402,124
812402170,Galandar,812402,124
812402180,Gamri Ahara,812402,124
812402190,Gamri Dewal,812402,124
812402200,Ger,812402,124
812402210,Ghooghra,812402,124
812402220,Gumanpura,812402,124
812402230,Jelana,812402,124
812402240,Jhaloo Kua,812402,124
812402250,Jheejhwa,812402,124
812402260,Kankra Dara,812402,124
812402270,Kanwa,812402,124
812402280,Karauli,812402,124
812402290,Khajoori,812402,124
812402300,Kunwaliya Dara,812402,124
812402310,Lamba Bhatra,812402,124
812402320,Mahipal Pura,812402,124
812402330,Malmatha,812402,124
812402340,Mara,812402,124
812402350,Mewara,812402,124
812402360,Modar,812402,124
812402370,Nawal Shyam,812402,124
812402380,Ora Bara,812402,124
812402390,Paldewal,812402,124
812402400,Palgamri,812402,124
812402410,Palpadar,812402,124
812402420,Palwara,812402,124
812402430,Panch Mahudi,812402,124
812402440,Rampur Mewada,812402,124
812402450,Rohan Wara,812402,124
812402460,Sabli,812402,124
812402470,Sanchiya,812402,124
812402480,Sati Rampur,812402,124
812402490,Sharam,812402,124
812402500,Shishod,812402,124
812402510,Sundarpur,812402,124
812402520,Surpur,812402,124
812402530,Talaiyan,812402,124
812402540,Thana,812402,124
812402550,Vagdari,812402,124
812402560,Veerpur,812402,124
812403010,Ambara,812403,124
812403020,Baori,812403,124
812403030,Bargama,812403,124
812403040,Cheekhli,812403,124
812403050,Dariyati,812403,124
812403060,Dhangaon,812403,124
812403070,Dhoondi,812403,124
812403080,Doongar,812403,124
812403090,Doongar Saran,812403,124
812403100,Gundlara,812403,124
812403110,Jorawar Pura,812403,124
812403120,Kochri,812403,124
812403130,Kuan,812403,124
812403140,Likhtiya Panch Kundi,812403,124
812403150,Mala Kholra,812403,124
812403160,Nai Basti Baragama,812403,124
812403170,Parda Dariyati,812403,124
812403180,Punawara,812403,124
812403190,Rathri,812403,124
812403200,Sakodra,812403,124
812403210,Salera,812403,124
812403220,Sendola,812403,124
812403230,Shishot,812403,124
812403240,Udariya,812403,124
812404010,Antri,812404,124
812404020,Asela,812404,124
812404030,Balota,812404,124
812404040,Bassi,812404,124
812404050,Bhojaton Ka Ora,812404,124
812404060,Damri,812404,124
812404070,Dhawari,812404,124
812404080,Doja,812404,124
812404090,Dovra,812404,124
812404100,Faloj,812404,124
812404110,Hathai,812404,124
812404120,Heeratan,812404,124
812404130,Kanhari Chak -A,812404,124
812404140,Khempur,812404,124
812404150,Kol Khanda,812404,124
812404160,Lolakpura With Chak,812404,124
812404170,Mahdwa With Chak I & Ii,812404,124
812404180,Orwariya,812404,124
812404190,Pal Kol Khanda,812404,124
812404200,Palbassi,812404,124
812404210,Palmandav,812404,124
812404220,Punali,812404,124
812404230,Ragela,812404,124
812404240,Raghunath Pura,812404,124
812404250,Savgar,812404,124
812405144,Municipal - Dungarpur (M),812405,124
812405145,Municipal - Fatehpura (M),812405,124
812405146,Municipal - Navadhara (M),812405,124
812405147,Municipal - Patapur (M),812405,124
812405148,Municipal - Rajpur (M),812405,124
812405149,Municipal - Udaipura (M),812405,124
812405010,Beelri,812405,124
812405020,Bhatwara,812405,124
812405030,Garamoraiya,812405,124
812405040,Gokal Pura,812405,124
812405050,Khera Kachwasa,812405,124
812405060,Kherwara,812405,124
812405070,Kherwara Seedri,812405,124
812405080,Mathu Gamra,812405,124
812405090,Metali,812405,124
812405100,Pagara,812405,124
812405110,Palmathu Gamra,812405,124
812405120,Pipalada,812405,124
812405130,Upargaon,812405,124
812406010,Ambara,812406,124
812406020,Baba Ki Bar,812406,124
812406030,Bhaisra Chhota,812406,124
812406040,Bhemai,812406,124
812406050,Cheentri,812406,124
812406060,Daiyana,812406,124
812406070,Dibra Bara,812406,124
812406080,Dibrachhota,812406,124
812406090,Galiakot,812406,124
812406100,Gara Jasrajpur,812406,124
812406110,Gara Mertiya,812406,124
812406120,Gariyata,812406,124
812406130,Ghata Ka Gaon,812406,124
812406140,Jasela,812406,124
812406150,Jhonsawa,812406,124
812406160,Jogpur,812406,124
812406170,Kasariya,812406,124
812406180,Leemri,812406,124
812406190,Lembriya,812406,124
812406200,Nadiya,812406,124
812406210,Parda Mehta,812406,124
812406220,Ramsor,812406,124
812406230,Ratriya,812406,124
812406240,Semaliyaghata,812406,124
812406250,Siloi,812406,124
812407010,Bedsa,812407,124
812407020,Bera,812407,124
812407030,Bheenda,812407,124
812407040,Charwara,812407,124
812407050,Gandwa,812407,124
812407060,Genji,812407,124
812407070,Gorada,812407,124
812407080,Jhonthri,812407,124
812407090,Kara Wara,812407,124
812407100,Mal,812407,124
812407110,Mandela Upli,812407,124
812407120,Nagariya Panchela,812407,124
812407130,Negala,812407,124
812407140,Oontiya,812407,124
812407150,Padli Gujareshwar,812407,124
812407160,Pal Mahuri,812407,124
812407170,Pohri Khaturat,812407,124
812407180,Pohri Patelan,812407,124
812407190,Renta,812407,124
812407200,Sansar Pura,812407,124
812407210,Surata,812407,124
812407220,Vaniya Talab,812407,124
812407230,Venja,812407,124
812407240,Vikas Nagar,812407,124
812408010,Bhaikhred,812408,124
812408020,Bharga,812408,124
812408030,Borigama Bara,812408,124
812408040,Borigama Chhota,812408,124
812408050,Bosi,812408,124
812408060,Dolpura,812408,124
812408070,Gamri,812408,124
812408080,Kabja,812408,124
812408090,Khanan,812408,124
812408100,Lembata,812408,124
812408110,Lorawal,812408,124
812408120,Mal,812408,124
812408130,Munger,812408,124
812408140,Myala,812408,124
812408150,Nandli Ahara,812408,124
812408160,Nithauwa,812408,124
812408170,Pachlasa Bara,812408,124
812408180,Pachlasa Chhota,812408,124
812408190,Pal Nithauwa,812408,124
812408200,Pindawal,812408,124
812408210,Reenchha,812408,124
812408220,Sabla,812408,124
812408230,Sagot,812408,124
812408240,Solanj,812408,124
812408250,Talora,812408,124
812408260,Valai,812408,124
812409238,Forest,812409,124
812409239,Municipal - Sagwara (M) Ward No.-0012,812409,124
812409010,Ara,812409,124
812409020,Barboodaniya,812409,124
812409030,Ben,812409,124
812409040,Bhasor,812409,124
812409050,Bheeloora,812409,124
812409060,Buchiya Bara,812409,124
812409070,Dencha,812409,124
812409080,Falater,812409,124
812409090,Gamrabamniya,812409,124
812409100,Gamri Devki,812409,124
812409110,Garajhoomji,812409,124
812409120,Ghotad,812409,124
812409130,Gowari,812409,124
812409140,Jethana,812409,124
812409150,Kahela,812409,124
812409160,Karada,812409,124
812409170,Kariyana,812409,124
812409180,Khargada,812409,124
812409190,Kokapur,812409,124
812409200,Mandav,812409,124
812409210,Nandor,812409,124
812409220,Obri,812409,124
812409230,Odd,812409,124
812409240,Padardi Bari,812409,124
812409250,Padra,812409,124
812409260,Parda Saroda,812409,124
812409270,Parwa,812409,124
812409280,Pipla Gunj,812409,124
812409290,Ranoli,812409,124
812409300,Samaliya,812409,124
812409310,Saroda,812409,124
812409320,Selota,812409,124
812409330,Semaliya Pandya,812409,124
812409340,Tamtiya,812409,124
812409350,Thakarda,812409,124
812409360,Vageri,812409,124
812409370,Vanori,812409,124
812409380,Varda,812409,124
812409390,Varsinghpur,812409,124
812409400,Virat,812409,124
812410999,Forest,812410,124
812410010,Bankra,812410,124
812410020,Bansiya,812410,124
812410030,Bhachariya,812410,124
812410040,Bhadar,812410,124
812410050,Bormali,812410,124
812410060,Charoli,812410,124
812410070,Dhambola,812410,124
812410080,Dhodhra,812410,124
812410090,Dooka,812410,124
812410100,Gara Patte Peeth,812410,124
812410110,Gara Vateshwar,812410,124
812410120,Ghuved,812410,124
812410130,Jhalai,812410,124
812410140,Jhalap,812410,124
812410150,Jharni,812410,124
812410160,Kanba,812410,124
812410170,Kesharpura,812410,124
812410180,Kharpeda,812410,124
812410190,Leekhi Bari,812410,124
812410200,Mandli,812410,124
812410210,Mewra,812410,124
812410220,Peeth,812410,124
812410230,Ramsor Joona,812410,124
812410240,Rasta,812410,124
812410250,Ratanpura,812410,124
812410260,Sadariya,812410,124
812410270,Sakarsi,812410,124
812410280,Sarthoona,812410,124
812410290,Seemalwara,812410,124
812410300,Seethal,812410,124
813101010,Achlawada,813101,131
813101020,Achnara,813101,131
813101030,Ambeerama,813101,131
813101040,Arnod,813101,131
813101050,Bari Sakhthali,813101,131
813101060,Bedma,813101,131
813101070,Bhachundla,813101,131
813101080,Bhat Bhamriya,813101,131
813101090,Bordiya,813101,131
813101100,Chakoonda,813101,131
813101110,Choopna,813101,131
813101120,Dalot,813101,131
813101130,Fatehgarh,813101,131
813101140,Heenglat,813101,131
813101150,Jajali,813101,131
813101160,Kangarh,813101,131
813101170,Kotri,813101,131
813101180,Lalgarh,813101,131
813101190,Moheda,813101,131
813101200,Mowai,813101,131
813101210,Neenor,813101,131
813101220,Nogawan,813101,131
813101230,Raipur,813101,131
813101240,Raipur Jangal,813101,131
813101250,Sakhthali Khurd,813101,131
813101260,Salamgarh,813101,131
813101270,Sewana,813101,131
813101280,Uthel,813101,131
813101290,Veerawali,813101,131
813102340,Municipal - Chhoti Sadri (M),813102,131
813102010,Ambawali,813102,131
813102020,Bambori,813102,131
813102030,Basera,813102,131
813102040,Chandoli,813102,131
813102050,Dhaula Pani,813102,131
813102060,Gagrol,813102,131
813102070,Ganeshpura,813102,131
813102080,Gomana,813102,131
813102090,Jaloda Jageer,813102,131
813102100,Jalodiya Kelookhera,813102,131
813102110,Kalakot,813102,131
813102120,Karjoo,813102,131
813102130,Karunda,813102,131
813102140,Kesunda,813102,131
813102150,Manpura Jageer,813102,131
813102160,Narani,813102,131
813102170,Peeli Khera,813102,131
813102180,Peethalwari Kalan,813102,131
813102190,Rambhawali,813102,131
813102200,Satola,813102,131
813102210,Semarthali,813102,131
813102220,Siyakheri,813102,131
813102230,Soobi,813102,131
813102240,Swaroopganj,813102,131
813103010,Aad,813103,131
813103020,Ant,813103,131
813103030,Bajpura,813103,131
813103040,Bhandla,813103,131
813103050,Bharkhundi,813103,131
813103060,Bhojpur,813103,131
813103070,Bildiya,813103,131
813103080,Chari,813103,131
813103090,Charniya,813103,131
813103100,Charpotiya,813103,131
813103110,Chitoriya,813103,131
813103120,Dataliya,813103,131
813103130,Deola,813103,131
813103140,Dhariawad (C.T.),813103,131
813103150,Gadriya Was,813103,131
813103160,Gadwas,813103,131
813103170,Gopal Pura,813103,131
813103180,Gothra,813103,131
813103190,Hajari Gurha,813103,131
813103200,Jawahar Nagar,813103,131
813103210,Jhadoli,813103,131
813103220,Keshariyawad,813103,131
813103230,Khoonta,813103,131
813103240,Lodi Mandvi,813103,131
813103250,Lodiya,813103,131
813103260,Lohagarh,813103,131
813103270,Mandvi,813103,131
813103280,Manpur,813103,131
813103290,Mugana,813103,131
813103300,Nalwa,813103,131
813103310,Nar,813103,131
813103320,Naya Boriya,813103,131
813103330,Pahara,813103,131
813103340,Parel,813103,131
813103350,Parsola,813103,131
813103360,Peepliya,813103,131
813103370,Shakarkand,813103,131
813103380,Sihar,813103,131
813104010,Bakhtor,813104,131
813104020,Bori,813104,131
813104030,Bori-1,813104,131
813104040,Chhari,813104,131
813104050,Dunglawani,813104,131
813104060,Ghantali,813104,131
813104070,Jamli,813104,131
813104080,Jethliya,813104,131
813104090,Kachotiya,813104,131
813104100,Kali Ghati,813104,131
813104110,Kela Mela,813104,131
813104120,Kerwas,813104,131
813104130,Kesharpura,813104,131
813104140,Kupda,813104,131
813104150,Morwaniya,813104,131
813104160,Mota Dhamaniya,813104,131
813104170,Moti Kheri,813104,131
813104180,Nalpara,813104,131
813104190,Nayan,813104,131
813104200,Pandawa,813104,131
813104210,Parthipura,813104,131
813104220,Peepal Khoont,813104,131
813104230,Rampuriya,813104,131
813104240,Ratanpuriya,813104,131
813105110,Bori,813105,131
813105120,Chiklad,813105,131
813105130,Dabra,813105,131
813105140,Deopura,813105,131
813105150,Devgarh,813105,131
813105160,Dhamotar,813105,131
813105170,Gadola,813105,131
813105180,Gandher,813105,131
813105190,Ghotarsi,813105,131
813105200,Gyaspur,813105,131
813105210,Jhasri,813105,131
813105220,Jolar,813105,131
813105230,Kalyanpura,813105,131
813105240,Kerwas,813105,131
813105250,Kherot,813105,131
813105260,Khoriya,813105,131
813105270,Kulmipura,813105,131
813105280,Kulthana,813105,131
813105290,Kuni,813105,131
813105300,Luhariya,813105,131
813105310,Madhura Talab,813105,131
813105320,Manohar Garh,813105,131
813105330,Meriya Kheri,813105,131
813105340,Nakor,813105,131
813105350,Narayan Khera,813105,131
813105360,Pal,813105,131
813105370,Panmodi,813105,131
813105380,Peeloo,813105,131
813105390,Rathajana,813105,131
813105400,Saree Peepli,813105,131
813105410,Sidhpura,813105,131
813105420,Thara,813105,131
813105430,Varmandal,813105,131
812301482,Municipal - Amet (M),812301,123
812301010,Agariya,812301,123
812301020,Aidana,812301,123
812301030,Beekawas,812301,123
812301040,Dowada,812301,123
812301050,Galwa,812301,123
812301060,Ghosundi,812301,123
812301070,Gowal,812301,123
812301080,Jeelola,812301,123
812301090,Jetpura,812301,123
812301100,Jhor,812301,123
812301110,Khakhar Mala,812301,123
812301120,Liki,812301,123
812301130,Lodhiyana,812301,123
812301140,Olano Ka Khera,812301,123
812301150,Panotiya,812301,123
812301160,Rachheti,812301,123
812301170,Sakarda,812301,123
812301180,Sardargarh,812301,123
812301190,Sela Gurha,812301,123
812301200,Siyana,812301,123
812302010,Ajeetgarh,812302,123
812302020,Baggar,812302,123
812302030,Baghna,812302,123
812302040,Bali,812302,123
812302050,Bar,812302,123
812302060,Barar,812302,123
812302070,Barjal,812302,123
812302080,Bhim,812302,123
812302090,Biliyawas,812302,123
812302100,Borwa,812302,123
812302110,Chhapli,812302,123
812302120,Dawer,812302,123
812302130,Doongaji Ka Gaon,812302,123
812302140,Doongarkhera,812302,123
812302150,Kachhbali,812302,123
812302160,Kala Guman,812302,123
812302170,Kaladeh,812302,123
812302180,Kheema Khera,812302,123
812302190,Kookar Khera,812302,123
812302200,Kookra,812302,123
812302210,Kushalpura,812302,123
812302220,Laget Khera,812302,123
812302230,Lakha Gurha,812302,123
812302240,Lasariya,812302,123
812302250,Mandawar,812302,123
812302260,Peepali Nagar,812302,123
812302270,Sameliya,812302,123
812302280,Saroth,812302,123
812302290,Shekhawas,812302,123
812302300,Thaneta,812302,123
812302310,Theekarwas Kalan,812302,123
812302320,Togi,812302,123
812303535,Municipal - Charniya (M),812303,123
812303536,Municipal - Deogarh (M),812303,123
812303537,Municipal - Kamli (M),812303,123
812303010,Anjna,812303,123
812303020,Daulpura,812303,123
812303030,Isarmand,812303,123
812303040,Jeeran,812303,123
812303050,Kakrod,812303,123
812303060,Kalesariya,812303,123
812303070,Kuanthal,812303,123
812303080,Kundwa,812303,123
812303090,Lasani,812303,123
812303100,Mad,812303,123
812303110,Madariya,812303,123
812303120,Miyala,812303,123
812303130,Narana,812303,123
812303140,Nardas Ka Gurha,812303,123
812303150,Pardi,812303,123
812303160,Sangawas,812303,123
812303170,Swadari(A),812303,123
812303180,Tal,812303,123
812303190,Vijaipura,812303,123
812304557,Municipal - Bhalawato Ka Khera (M),812304,123
812304558,Municipal - Nathdwara (M),812304,123
812304559,Municipal - Nathu Was (M),812304,123
812304010,Bagol,812304,123
812304020,Baman Hera,812304,123
812304030,Bara Bhanuja,812304,123
812304040,Bhainsa Kamed,812304,123
812304050,Bijnol,812304,123
812304060,Bilota,812304,123
812304070,Delwara,812304,123
812304080,Dhanyla,812304,123
812304090,Fatehpur,812304,123
812304100,Gaon Gurha,812304,123
812304110,Ghodach,812304,123
812304120,Gunjol,812304,123
812304130,Jhalon Ki Madar,812304,123
812304140,Kaliwas,812304,123
812304150,Karoli,812304,123
812304160,Kesooli,812304,123
812304170,Khamnor,812304,123
812304180,Koshiwara,812304,123
812304190,Kothariya,812304,123
812304200,Kunthwa,812304,123
812304210,Lal Madri,812304,123
812304220,Machind,812304,123
812304230,Mandiyana,812304,123
812304240,Molela,812304,123
812304250,Namana,812304,123
812304260,Nedach,812304,123
812304270,Negdiya,812304,123
812304280,Pakhand,812304,123
812304290,Sagroon,812304,123
812304300,Saloda,812304,123
812304310,Salor,812304,123
812304320,Sayon Ka Khera,812304,123
812304330,Sema,812304,123
812304340,Semal,812304,123
812304350,Shishoda,812304,123
812304360,Shishvi,812304,123
812304370,Tatol,812304,123
812304380,Untharda,812304,123
812304390,Unwas,812304,123
812304400,Upli Odan,812304,123
812304410,Uthnol,812304,123
812305010,Antaliya,812305,123
812305020,Antri,812305,123
812305030,Banokra,812305,123
812305040,Bardara,812305,123
812305050,Bargaon,812305,123
812305060,Dhaneen,812305,123
812305070,Gajpur,812305,123
812305080,Garhbor,812305,123
812305090,Gawar,812305,123
